================================================================================
P: A football player tackles an member of the opposing team .
H: People playing football .
label=1, predicted=1, correct
f=a, v=2, w=-0.011701712985154124, v*w=-0.02340342597030825
f=youngwomen, v=1, w=-0.062405493863508986, v*w=-0.062405493863508986
f=by., v=1, w=-0.06425672288494119, v*w=-0.06425672288494119
f=bus, v=1, w=-0.07066009688423996, v*w=-0.07066009688423996
f=schoolbus, v=1, w=-0.08615186633119819, v*w=-0.08615186633119819
f=school., v=2, w=-0.0803866418375632, v*w=-0.1607732836751264
f=cominghome, v=2, w=-0.08418169045414481, v*w=-0.16836338090828962
f=young, v=1, w=-0.1701091158958613, v*w=-0.1701091158958613
f=afterschool, v=2, w=-0.1055939655077658, v*w=-0.2111879310155316
f=homeafter, v=2, w=-0.1386398182781578, v*w=-0.2772796365563156
f=home, v=1, w=-0.29235564498385785, v*w=-0.29235564498385785
f=are, v=1, w=-0.31831758180956937, v*w=-0.31831758180956937
f=school, v=2, w=-0.22959667045382484, v*w=-0.4591933409076497
f=aftera, v=1, w=-0.531778985451352, v*w=-0.531778985451352
f=just, v=1, w=-0.7316553615513406, v*w=-0.7316553615513406
f=after, v=2, w=-0.38758176544614464, v*w=-0.7751635308922893
================================================================================
P: Two grownups are waiting for the bus to arrive on a cold day .
H: They are waiting for the bus to pick them up .
label=1, predicted=0, wrong
f=up., v=2, w=0.20732164968892933, v*w=0.41464329937785865
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=up, v=1, w=0.20264699032341182, v*w=0.20264699032341182
f=on, v=1, w=0.03874305830186252, v*w=0.03874305830186252
f=Two, v=1, w=0.02848858642827832, v*w=0.02848858642827832
f=acold, v=1, w=0.008073284855343123, v*w=0.008073284855343123
f=thebus, v=3, w=0.0005373630034146595, v*w=0.0016120890102439786
f=Twogrownups, v=1, w=0, v*w=0
f=arriveon, v=1, w=0, v*w=0
f=pickthem, v=2, w=0, v*w=0
f=themup, v=2, w=0, v*w=0
f=day, v=1, w=-0.008430741536021788, v*w=-0.008430741536021788
f=a, v=1, w=-0.011701712985154124, v*w=-0.011701712985154124
f=ona, v=1, w=-0.01745058575214073, v*w=-0.01745058575214073
f=coldday, v=1, w=-0.025998164055360637, v*w=-0.025998164055360637
f=cold, v=1, w=-0.03182112749914829, v*w=-0.03182112749914829
f=grownupsare, v=1, w=-0.04000212579012265, v*w=-0.04000212579012265
f=topick, v=2, w=-0.023186821183523734, v*w=-0.04637364236704747
f=grownups, v=1, w=-0.053637430530902475, v*w=-0.053637430530902475
f=busto, v=3, w=-0.017991087685152285, v*w=-0.053973263055456855
f=arrive, v=1, w=-0.07681784780188043, v*w=-0.07681784780188043
f=toarrive, v=1, w=-0.09473302188476104, v*w=-0.09473302188476104
f=pick, v=1, w=-0.1381061719187944, v*w=-0.1381061719187944
f=bus, v=2, w=-0.07066009688423996, v*w=-0.14132019376847993
f=the, v=2, w=-0.09770075227601209, v*w=-0.19540150455202418
f=them, v=1, w=-0.2564119158034305, v*w=-0.2564119158034305
f=waiting, v=2, w=-0.16380957420460468, v*w=-0.32761914840920936
f=day., v=1, w=-0.3286861849745922, v*w=-0.3286861849745922
f=They, v=1, w=-0.399117271542847, v*w=-0.399117271542847
f=forthe, v=3, w=-0.1799092380328129, v*w=-0.5397277140984387
f=waitingfor, v=3, w=-0.183214898088788, v*w=-0.549644694266364
f=are, v=2, w=-0.31831758180956937, v*w=-0.6366351636191387
f=to, v=2, w=-0.36246978574793587, v*w=-0.7249395714958717
f=for, v=2, w=-0.4279834947480442, v*w=-0.8559669894960884
f=arewaiting, v=3, w=-0.35757181773076535, v*w=-1.072715453192296
f=Theyare, v=2, w=-0.6149601931737295, v*w=-1.229920386347459
================================================================================
P: The lady in the red jacket is helping the other lady decide what to buy .
H: The 2 ladies are related .
label=0, predicted=0, correct
f=Thelady, v=1, w=0.21870138182246396, v*w=0.21870138182246396
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=buy., v=1, w=0.17782151906109592, v*w=0.17782151906109592
f=red, v=1, w=0.1407803540658754, v*w=0.1407803540658754
f=The2, v=2, w=0.05764163074361816, v*w=0.11528326148723632
f=theother, v=1, w=0.10158729466452664, v*w=0.10158729466452664
f=helpingthe, v=1, w=0.09842965380988088, v*w=0.09842965380988088
f=ladydecide, v=1, w=0, v*w=0
f=2ladies, v=2, w=0, v*w=0
f=tobuy, v=1, w=-0.006946917146091905, v*w=-0.006946917146091905
f=redjacket, v=1, w=-0.010972877245686966, v*w=-0.010972877245686966
f=buy, v=1, w=-0.015121480247774531, v*w=-0.015121480247774531
f=lady, v=2, w=-0.010263857761051102, v*w=-0.020527715522102204
f=whatto, v=1, w=-0.023167153957407833, v*w=-0.023167153957407833
f=ladyin, v=1, w=-0.023765290058559294, v*w=-0.023765290058559294
f=otherlady, v=1, w=-0.02434368607809244, v*w=-0.02434368607809244
f=helping, v=1, w=-0.02987341887406314, v*w=-0.02987341887406314
f=decide, v=1, w=-0.03225717209315157, v*w=-0.03225717209315157
f=decidewhat, v=1, w=-0.03225717209315157, v*w=-0.03225717209315157
f=related, v=1, w=-0.05008263199832248, v*w=-0.05008263199832248
f=in, v=1, w=-0.06074218361209953, v*w=-0.06074218361209953
f=thered, v=1, w=-0.06273329617887569, v*w=-0.06273329617887569
f=2, v=1, w=-0.07091520662269059, v*w=-0.07091520662269059
f=what, v=1, w=-0.07103701666176904, v*w=-0.07103701666176904
f=arerelated, v=2, w=-0.039727755648291195, v*w=-0.07945551129658239
f=is, v=1, w=-0.08022818723333007, v*w=-0.08022818723333007
f=ishelping, v=1, w=-0.10614938655162515, v*w=-0.10614938655162515
f=other, v=1, w=-0.13393960611552977, v*w=-0.13393960611552977
f=ladies, v=1, w=-0.14123537340655856, v*w=-0.14123537340655856
f=related., v=2, w=-0.07738765602773791, v*w=-0.15477531205547582
f=jacket, v=1, w=-0.19016579030432332, v*w=-0.19016579030432332
f=inthe, v=1, w=-0.19193677933993739, v*w=-0.19193677933993739
f=the, v=2, w=-0.09770075227601209, v*w=-0.19540150455202418
f=jacketis, v=1, w=-0.25503369814441496, v*w=-0.25503369814441496
f=ladiesare, v=2, w=-0.13739952000263345, v*w=-0.2747990400052669
f=are, v=1, w=-0.31831758180956937, v*w=-0.31831758180956937
f=to, v=1, w=-0.36246978574793587, v*w=-0.36246978574793587
f=The, v=2, w=-0.3481867942037424, v*w=-0.6963735884074848
================================================================================
P: A person is surfing on a large wave .
H: The person is in a surfing competition .
label=0, predicted=0, correct
f=isin, v=2, w=0.3756943098644745, v*w=0.751388619728949
f=Aperson, v=1, w=0.44708812600032793, v*w=0.44708812600032793
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=large, v=1, w=0.10715761740931026, v*w=0.10715761740931026
f=issurfing, v=1, w=0.08261665837492758, v*w=0.08261665837492758
f=competition, v=1, w=0.07680858855828415, v*w=0.07680858855828415
f=A, v=1, w=0.06456378224809095, v*w=0.06456378224809095
f=wave., v=1, w=0.04127530596868576, v*w=0.04127530596868576
f=on, v=1, w=0.03874305830186252, v*w=0.03874305830186252
f=personis, v=3, w=0.011727652335801647, v*w=0.03518295700740494
f=surfingon, v=1, w=0.022515481168664093, v*w=0.022515481168664093
f=asurfing, v=2, w=0, v*w=0
f=surfingcompetition, v=2, w=0, v*w=0
f=ona, v=1, w=-0.01745058575214073, v*w=-0.01745058575214073
f=a, v=2, w=-0.011701712985154124, v*w=-0.02340342597030825
f=ina, v=2, w=-0.02836247441381286, v*w=-0.05672494882762572
f=in, v=1, w=-0.06074218361209953, v*w=-0.06074218361209953
f=person, v=2, w=-0.03977039741342671, v*w=-0.07954079482685342
f=wave, v=1, w=-0.1104318374771486, v*w=-0.1104318374771486
f=surfing, v=2, w=-0.058964029904241815, v*w=-0.11792805980848363
f=Theperson, v=2, w=-0.076482737993978, v*w=-0.152965475987956
f=is, v=2, w=-0.08022818723333007, v*w=-0.16045637446666014
f=largewave, v=1, w=-0.19488856690158424, v*w=-0.19488856690158424
f=alarge, v=1, w=-0.31598788302874903, v*w=-0.31598788302874903
f=The, v=1, w=-0.3481867942037424, v*w=-0.3481867942037424
f=competition., v=2, w=-0.4145543691265007, v*w=-0.8291087382530014
================================================================================
P: A girl in a field with a yellow scarf .
H: The girl is outdoors .
label=1, predicted=1, correct
f=outdoors., v=2, w=0.48567709536011555, v*w=0.9713541907202311
f=isoutdoors, v=2, w=0.41591502126896174, v*w=0.8318300425379235
f=outdoors, v=1, w=0.5249197088357502, v*w=0.5249197088357502
f=girl, v=2, w=0.117099028920347, v*w=0.234198057840694
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=Agirl, v=1, w=0.1082921650273141, v*w=0.1082921650273141
f=ayellow, v=1, w=0.10312399291685106, v*w=0.10312399291685106
f=yellow, v=1, w=0.06594440380112122, v*w=0.06594440380112122
f=A, v=1, w=0.06456378224809095, v*w=0.06456378224809095
f=scarf, v=1, w=0.055537359365847486, v*w=0.055537359365847486
f=girlin, v=1, w=0.023391918011438445, v*w=0.023391918011438445
f=witha, v=1, w=-0.004899999196392765, v*w=-0.004899999196392765
f=with, v=1, w=-0.006383332049242026, v*w=-0.006383332049242026
f=a, v=2, w=-0.011701712985154124, v*w=-0.02340342597030825
f=yellowscarf, v=1, w=-0.025527221291557267, v*w=-0.025527221291557267
f=Thegirl, v=2, w=-0.013672782338045444, v*w=-0.027345564676090887
f=ina, v=1, w=-0.02836247441381286, v*w=-0.02836247441381286
f=fieldwith, v=1, w=-0.0337351522800091, v*w=-0.0337351522800091
f=in, v=1, w=-0.06074218361209953, v*w=-0.06074218361209953
f=is, v=1, w=-0.08022818723333007, v*w=-0.08022818723333007
f=afield, v=1, w=-0.08878488895269604, v*w=-0.08878488895269604
f=field, v=1, w=-0.12394926748857031, v*w=-0.12394926748857031
f=scarf., v=1, w=-0.21256665317376078, v*w=-0.21256665317376078
f=girlis, v=2, w=-0.11454576333278522, v*w=-0.22909152666557045
f=The, v=1, w=-0.3481867942037424, v*w=-0.3481867942037424
================================================================================
P: Two young girls dressed in pink reach into wishing fountain at mall .
H: Girls try to get back the money they threw into the fountain .
label=0, predicted=0, correct
f=tryto, v=2, w=0.2766508267545831, v*w=0.5533016535091662
f=dressedin, v=1, w=0.42049985974046844, v*w=0.42049985974046844
f=try, v=1, w=0.2325714897191294, v*w=0.2325714897191294
f=at, v=1, w=0.20611288115700632, v*w=0.20611288115700632
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=girlsdressed, v=1, w=0.17612166348106117, v*w=0.17612166348106117
f=back, v=1, w=0.17510969843439567, v*w=0.17510969843439567
f=girls, v=1, w=0.16882632764796815, v*w=0.16882632764796815
f=fountain., v=2, w=0.06274004550519773, v*w=0.12548009101039545
f=Twoyoung, v=1, w=0.10602713793169895, v*w=0.10602713793169895
f=pink, v=1, w=0.10314624575472425, v*w=0.10314624575472425
f=Girls, v=1, w=0.09744894851452815, v*w=0.09744894851452815
f=intothe, v=2, w=0.016190918074159545, v*w=0.03238183614831909
f=Two, v=1, w=0.02848858642827832, v*w=0.02848858642827832
f=wishing, v=1, w=0, v*w=0
f=pinkreach, v=1, w=0, v*w=0
f=reachinto, v=1, w=0, v*w=0
f=intowishing, v=1, w=0, v*w=0
f=wishingfountain, v=1, w=0, v*w=0
f=atmall, v=1, w=0, v*w=0
f=Girlstry, v=2, w=0, v*w=0
f=getback, v=2, w=0, v*w=0
f=backthe, v=2, w=0, v*w=0
f=themoney, v=2, w=0, v*w=0
f=moneythey, v=2, w=0, v*w=0
f=theythrew, v=2, w=0, v*w=0
f=threwinto, v=2, w=0, v*w=0
f=fountain, v=2, w=-0.0008819116657399701, v*w=-0.0017638233314799402
f=reach, v=1, w=-0.009960696289049711, v*w=-0.009960696289049711
f=get, v=1, w=-0.017030860622089257, v*w=-0.017030860622089257
f=dressed, v=1, w=-0.04261254299861448, v*w=-0.04261254299861448
f=inpink, v=1, w=-0.05173384616082272, v*w=-0.05173384616082272
f=in, v=1, w=-0.06074218361209953, v*w=-0.06074218361209953
f=into, v=2, w=-0.039613789694069756, v*w=-0.07922757938813951
f=threw, v=1, w=-0.08037693456840365, v*w=-0.08037693456840365
f=fountainat, v=1, w=-0.08363287860486993, v*w=-0.08363287860486993
f=mall, v=1, w=-0.08689722874145699, v*w=-0.08689722874145699
f=mall., v=1, w=-0.14664358556648213, v*w=-0.14664358556648213
f=toget, v=2, w=-0.07452178221621547, v*w=-0.14904356443243094
f=money, v=1, w=-0.16683405900290055, v*w=-0.16683405900290055
f=young, v=1, w=-0.1701091158958613, v*w=-0.1701091158958613
f=the, v=2, w=-0.09770075227601209, v*w=-0.19540150455202418
f=thefountain, v=2, w=-0.12291352341353115, v*w=-0.2458270468270623
f=younggirls, v=1, w=-0.34531166286461284, v*w=-0.34531166286461284
f=to, v=1, w=-0.36246978574793587, v*w=-0.36246978574793587
f=they, v=1, w=-0.4572413966174826, v*w=-0.4572413966174826
================================================================================
P: 3 people walking through a small field .
H: Three people in a medow of flowers .
label=0, predicted=0, correct
f=Three, v=1, w=0.27395159945268316, v*w=0.27395159945268316
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=3people, v=1, w=0.1487521425884647, v*w=0.1487521425884647
f=3, v=1, w=0.07179448439133529, v*w=0.07179448439133529
f=people, v=2, w=0.03458208307987226, v*w=0.06916416615974452
f=asmall, v=1, w=0.02935992508843962, v*w=0.02935992508843962
f=field., v=1, w=0.02861876786532126, v*w=0.02861876786532126
f=smallfield, v=1, w=0.00814559107701355, v*w=0.00814559107701355
f=Threepeople, v=2, w=0.002406207579818836, v*w=0.004812415159637672
f=medow, v=1, w=0, v*w=0
f=amedow, v=2, w=0, v*w=0
f=medowof, v=2, w=0, v*w=0
f=througha, v=1, w=-0.0009521047497575369, v*w=-0.0009521047497575369
f=a, v=2, w=-0.011701712985154124, v*w=-0.02340342597030825
f=of, v=1, w=-0.03501471429522005, v*w=-0.03501471429522005
f=through, v=1, w=-0.046433849606658084, v*w=-0.046433849606658084
f=ina, v=2, w=-0.02836247441381286, v*w=-0.05672494882762572
f=peoplein, v=2, w=-0.029383437174922065, v*w=-0.05876687434984413
f=in, v=1, w=-0.06074218361209953, v*w=-0.06074218361209953
f=flowers, v=1, w=-0.07035189797021782, v*w=-0.07035189797021782
f=walking, v=1, w=-0.07454392484561341, v*w=-0.07454392484561341
f=walkingthrough, v=1, w=-0.07916171061846689, v*w=-0.07916171061846689
f=small, v=1, w=-0.08274725892907821, v*w=-0.08274725892907821
f=field, v=1, w=-0.12394926748857031, v*w=-0.12394926748857031
f=flowers., v=2, w=-0.07831485179515407, v*w=-0.15662970359030814
f=peoplewalking, v=1, w=-0.24059916456774977, v*w=-0.24059916456774977
f=offlowers, v=2, w=-0.18397048080956316, v*w=-0.3679409616191263
================================================================================
P: Dozens of street performers in fuchsia , red , yellow and black outfits are dancing and singing along a city street .
H: Many performers in colorful costumes were entertaining in the streets .
label=1, predicted=0, wrong
f=colorful, v=1, w=0.3239893921030275, v*w=0.3239893921030275
f=incolorful, v=2, w=0.13950361573698963, v*w=0.27900723147397927
f=outfits, v=1, w=0.2397927927142022, v*w=0.2397927927142022
f=yellowand, v=1, w=0.21739854869081243, v*w=0.21739854869081243
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=black, v=1, w=0.17528668409609616, v*w=0.17528668409609616
f=andblack, v=1, w=0.14840330016093514, v*w=0.14840330016093514
f=alonga, v=1, w=0.14162876660495904, v*w=0.14162876660495904
f=red, v=1, w=0.1407803540658754, v*w=0.1407803540658754
f=,yellow, v=1, w=0.11672413320295463, v*w=0.11672413320295463
f=aredancing, v=1, w=0.11343948070819991, v*w=0.11343948070819991
f=colorfulcostumes, v=2, w=0.04943690656848339, v*w=0.09887381313696678
f=yellow, v=1, w=0.06594440380112122, v*w=0.06594440380112122
f=dancingand, v=1, w=0.06135297938538195, v*w=0.06135297938538195
f=andsinging, v=1, w=0.05642168946876559, v*w=0.05642168946876559
f=street., v=1, w=0.037855198002162756, v*w=0.037855198002162756
f=citystreet, v=1, w=0.03351291487926557, v*w=0.03351291487926557
f=acity, v=1, w=0.019894545079799823, v*w=0.019894545079799823
f=singingalong, v=1, w=0.00726023119295882, v*w=0.00726023119295882
f=Dozens, v=1, w=0, v*w=0
f=fuchsia, v=1, w=0, v*w=0
f=Dozensof, v=1, w=0, v*w=0
f=performersin, v=3, w=0, v*w=0
f=infuchsia, v=1, w=0, v*w=0
f=fuchsia,, v=1, w=0, v*w=0
f=blackoutfits, v=1, w=0, v*w=0
f=Manyperformers, v=2, w=0, v*w=0
f=costumeswere, v=2, w=0, v*w=0
f=wereentertaining, v=2, w=0, v*w=0
f=entertainingin, v=2, w=0, v*w=0
f=outfitsare, v=1, w=-0.0066377931017036935, v*w=-0.0066377931017036935
f=a, v=1, w=-0.011701712985154124, v*w=-0.011701712985154124
f=singing, v=1, w=-0.016732580898216255, v*w=-0.016732580898216255
f=Many, v=1, w=-0.01792852966325305, v*w=-0.01792852966325305
f=street, v=2, w=-0.01097340605250252, v*w=-0.02194681210500504
f=of, v=1, w=-0.03501471429522005, v*w=-0.03501471429522005
f=costumes, v=1, w=-0.040332309670364344, v*w=-0.040332309670364344
f=streets, v=1, w=-0.04213407822686045, v*w=-0.04213407822686045
f=entertaining, v=1, w=-0.04681348822102075, v*w=-0.04681348822102075
f=ofstreet, v=1, w=-0.04791817542557707, v*w=-0.04791817542557707
f=dancing, v=1, w=-0.06096127047966469, v*w=-0.06096127047966469
f=,, v=2, w=-0.030906925089610418, v*w=-0.061813850179220836
f=performers, v=2, w=-0.04792533962036401, v*w=-0.09585067924072802
f=,red, v=1, w=-0.09766423452013777, v*w=-0.09766423452013777
f=the, v=1, w=-0.09770075227601209, v*w=-0.09770075227601209
f=streetperformers, v=1, w=-0.1051120281528605, v*w=-0.1051120281528605
f=city, v=1, w=-0.12654456738423356, v*w=-0.12654456738423356
f=streets., v=2, w=-0.06868771880346174, v*w=-0.13737543760692347
f=thestreets, v=2, w=-0.06923980207848968, v*w=-0.13847960415697935
f=red,, v=1, w=-0.16030983151043027, v*w=-0.16030983151043027
f=along, v=1, w=-0.16949371813778044, v*w=-0.16949371813778044
f=in, v=3, w=-0.06074218361209953, v*w=-0.18222655083629857
f=were, v=1, w=-0.18663262754692633, v*w=-0.18663262754692633
f=and, v=2, w=-0.11006926248016317, v*w=-0.22013852496032635
f=are, v=1, w=-0.31831758180956937, v*w=-0.31831758180956937
f=inthe, v=2, w=-0.19193677933993739, v*w=-0.38387355867987477
================================================================================
P: A bride wearing her bridal gown is taking pictures with her colorful wedding bouquet in front of cows .
H: A bride is taking pictures at a barn .
label=1, predicted=0, wrong
f=colorful, v=1, w=0.3239893921030275, v*w=0.3239893921030275
f=takingpictures, v=3, w=0.08279683407162834, v*w=0.248390502214885
f=istaking, v=3, w=0.08193407054674318, v*w=0.24580221164022953
f=wedding, v=1, w=0.23641192951988937, v*w=0.23641192951988937
f=at, v=1, w=0.20611288115700632, v*w=0.20611288115700632
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=bride, v=2, w=0.09654543796482769, v*w=0.19309087592965538
f=cows., v=1, w=0.15333271977397905, v*w=0.15333271977397905
f=infront, v=1, w=0.1351727252661133, v*w=0.1351727252661133
f=A, v=2, w=0.06456378224809095, v*w=0.1291275644961819
f=frontof, v=1, w=0.12182671192286125, v*w=0.12182671192286125
f=picturesat, v=2, w=0.060051583384931294, v*w=0.12010316676986259
f=bouquet, v=1, w=0.1065586498836728, v*w=0.1065586498836728
f=bridal, v=1, w=0.03188470321560324, v*w=0.03188470321560324
f=cows, v=1, w=0.030367165256137925, v*w=0.030367165256137925
f=barn., v=2, w=0.009124774905478892, v*w=0.018249549810957784
f=abarn, v=2, w=0.00877912304598453, v*w=0.01755824609196906
f=bridewearing, v=1, w=0, v*w=0
f=herbridal, v=1, w=0, v*w=0
f=bridalgown, v=1, w=0, v*w=0
f=gownis, v=1, w=0, v*w=0
f=hercolorful, v=1, w=0, v*w=0
f=colorfulwedding, v=1, w=0, v*w=0
f=weddingbouquet, v=1, w=0, v*w=0
f=bouquetin, v=1, w=0, v*w=0
f=ofcows, v=1, w=0, v*w=0
f=barn, v=1, w=-0.005076962636809117, v*w=-0.005076962636809117
f=with, v=1, w=-0.006383332049242026, v*w=-0.006383332049242026
f=a, v=1, w=-0.011701712985154124, v*w=-0.011701712985154124
f=brideis, v=2, w=-0.016460626591076343, v*w=-0.032921253182152686
f=of, v=1, w=-0.03501471429522005, v*w=-0.03501471429522005
f=in, v=1, w=-0.06074218361209953, v*w=-0.06074218361209953
f=gown, v=1, w=-0.06594530587968235, v*w=-0.06594530587968235
f=Abride, v=3, w=-0.02238143104867142, v*w=-0.06714429314601426
f=withher, v=1, w=-0.09426057427063134, v*w=-0.09426057427063134
f=wearing, v=1, w=-0.09904468457939075, v*w=-0.09904468457939075
f=pictureswith, v=1, w=-0.13060952612948484, v*w=-0.13060952612948484
f=wearingher, v=1, w=-0.1411733150326751, v*w=-0.1411733150326751
f=front, v=1, w=-0.15314372579521288, v*w=-0.15314372579521288
f=is, v=2, w=-0.08022818723333007, v*w=-0.16045637446666014
f=taking, v=2, w=-0.15095965692847155, v*w=-0.3019193138569431
f=her, v=2, w=-0.17168634507104907, v*w=-0.34337269014209815
f=ata, v=2, w=-0.28606424431022354, v*w=-0.5721284886204471
f=pictures, v=2, w=-0.32308098933912577, v*w=-0.6461619786782515
================================================================================
P: A man with a cowboy hat green plaid shirt , jeans , and red boots and chaps rides a bay horse next to a young boy with a cowboy hat and blue shirt , jeans and chaps rides a pony next to him .
H: People are riding horses and ponies outside .
label=1, predicted=1, correct
f=outside., v=2, w=0.49258921369273617, v*w=0.9851784273854723
f=nextto, v=2, w=0.39858083335620315, v*w=0.7971616667124063
f=ridinghorses, v=2, w=0.2513148053603172, v*w=0.5026296107206344
f=People, v=1, w=0.4551736794312101, v*w=0.4551736794312101
f=plaid, v=1, w=0.4298551480958412, v*w=0.4298551480958412
f=areriding, v=2, w=0.19760071810906726, v*w=0.3952014362181345
f=Aman, v=1, w=0.3015943159097625, v*w=0.3015943159097625
f=cowboy, v=2, w=0.14437810568909668, v*w=0.28875621137819335
f=blueshirt, v=1, w=0.2601574074946111, v*w=0.2601574074946111
f=manwith, v=1, w=0.24155670188870854, v*w=0.24155670188870854
f=andred, v=1, w=0.21646092744689774, v*w=0.21646092744689774
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=boots, v=1, w=0.20321797610022413, v*w=0.20321797610022413
f=jeans,, v=1, w=0.1973199282948052, v*w=0.1973199282948052
f=horse, v=1, w=0.1910570946755341, v*w=0.1910570946755341
f=horsesand, v=2, w=0.08320357653086892, v*w=0.16640715306173784
f=,and, v=1, w=0.1609942246474133, v*w=0.1609942246474133
f=,jeans, v=2, w=0.07972131275888134, v*w=0.15944262551776267
f=boy, v=1, w=0.14430464474217822, v*w=0.14430464474217822
f=Peopleare, v=2, w=0.07193517264079206, v*w=0.14387034528158413
f=jeans, v=2, w=0.0712452247448799, v*w=0.1424904494897598
f=ayoung, v=1, w=0.14112452115583257, v*w=0.14112452115583257
f=red, v=1, w=0.1407803540658754, v*w=0.1407803540658754
f=rides, v=2, w=0.06853991768686206, v*w=0.13707983537372412
f=youngboy, v=1, w=0.10327568750045091, v*w=0.10327568750045091
f=abay, v=1, w=0.10201890101292946, v*w=0.10201890101292946
f=chaps, v=2, w=0.04378435795080804, v*w=0.08756871590161608
f=bay, v=1, w=0.07520354946244279, v*w=0.07520354946244279
f=blue, v=1, w=0.06962300637159316, v*w=0.06962300637159316
f=A, v=1, w=0.06456378224809095, v*w=0.06456378224809095
f=shirt, v=2, w=0.027588319442865928, v*w=0.055176638885731856
f=cowboyhat, v=2, w=0.02519749038465739, v*w=0.05039498076931478
f=him, v=1, w=0.04640792500613434, v*w=0.04640792500613434
f=andchaps, v=2, w=0.020533336823668015, v*w=0.04106667364733603
f=chapsrides, v=2, w=0.020533336823668015, v*w=0.04106667364733603
f=redboots, v=1, w=0.037001372112433456, v*w=0.037001372112433456
f=acowboy, v=2, w=0.013086784820150282, v*w=0.026173569640300563
f=bootsand, v=1, w=0.014236980426949394, v*w=0.014236980426949394
f=ponies, v=1, w=0.00854735644043669, v*w=0.00854735644043669
f=pony, v=1, w=0.0020053853430009446, v*w=0.0020053853430009446
f=hatgreen, v=1, w=0, v*w=0
f=greenplaid, v=1, w=0, v*w=0
f=bayhorse, v=1, w=0, v*w=0
f=horsenext, v=1, w=0, v*w=0
f=apony, v=1, w=0, v*w=0
f=ponynext, v=1, w=0, v*w=0
f=andponies, v=2, w=0, v*w=0
f=poniesoutside, v=2, w=0, v*w=0
f=witha, v=2, w=-0.004899999196392765, v*w=-0.00979999839278553
f=with, v=2, w=-0.006383332049242026, v*w=-0.012766664098484051
f=him., v=1, w=-0.01869529438730653, v*w=-0.01869529438730653
f=andblue, v=1, w=-0.030103569413500057, v*w=-0.030103569413500057
f=tohim, v=1, w=-0.05800894491971654, v*w=-0.05800894491971654
f=a, v=5, w=-0.011701712985154124, v*w=-0.058508564925770626
f=outside, v=1, w=-0.06103809240072443, v*w=-0.06103809240072443
f=horses, v=1, w=-0.06296023364091662, v*w=-0.06296023364091662
f=riding, v=1, w=-0.06737949613655622, v*w=-0.06737949613655622
f=,, v=3, w=-0.030906925089610418, v*w=-0.09272077526883125
f=man, v=1, w=-0.12614135358548834, v*w=-0.12614135358548834
f=jeansand, v=1, w=-0.13073403596377692, v*w=-0.13073403596377692
f=toa, v=1, w=-0.15097708026039403, v*w=-0.15097708026039403
f=green, v=1, w=-0.16016377833626688, v*w=-0.16016377833626688
f=next, v=2, w=-0.08205302034626026, v*w=-0.16410604069252052
f=young, v=1, w=-0.1701091158958613, v*w=-0.1701091158958613
f=boywith, v=1, w=-0.17395772998970002, v*w=-0.17395772998970002
f=hatand, v=1, w=-0.1918112821995852, v*w=-0.1918112821995852
f=hat, v=2, w=-0.10216901944070458, v*w=-0.20433803888140917
f=shirt,, v=2, w=-0.12085558405700163, v*w=-0.24171116811400326
f=plaidshirt, v=1, w=-0.31432108371228373, v*w=-0.31432108371228373
f=are, v=1, w=-0.31831758180956937, v*w=-0.31831758180956937
f=ridesa, v=2, w=-0.2284854276358941, v*w=-0.4569708552717882
f=and, v=5, w=-0.11006926248016317, v*w=-0.5503463124008159
f=to, v=2, w=-0.36246978574793587, v*w=-0.7249395714958717
================================================================================
P: A hiker pokes his head out of a tent high in the mountains .
H: The hiker heard a noise .
label=0, predicted=0, correct
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=anoise, v=2, w=0.06171940712484814, v*w=0.12343881424969629
f=noise., v=2, w=0.06171940712484814, v*w=0.12343881424969629
f=head, v=1, w=0.10620862804640868, v*w=0.10620862804640868
f=headout, v=1, w=0.10314949788477315, v*w=0.10314949788477315
f=mountains., v=1, w=0.09432983815849647, v*w=0.09432983815849647
f=pokes, v=1, w=0.09175781446634666, v*w=0.09175781446634666
f=hishead, v=1, w=0.08236722516056287, v*w=0.08236722516056287
f=pokeshis, v=1, w=0.06799754289303596, v*w=0.06799754289303596
f=noise, v=1, w=0.06672558303834061, v*w=0.06672558303834061
f=A, v=1, w=0.06456378224809095, v*w=0.06456378224809095
f=ofa, v=1, w=0.030120326391911135, v*w=0.030120326391911135
f=hikerpokes, v=1, w=0, v*w=0
f=tenthigh, v=1, w=0, v*w=0
f=Thehiker, v=2, w=0, v*w=0
f=hikerheard, v=2, w=0, v*w=0
f=highin, v=1, w=-0.015610223094225988, v*w=-0.015610223094225988
f=a, v=2, w=-0.011701712985154124, v*w=-0.02340342597030825
